id,objective_id,title_en_GB
1732,620,ábhar chlár an leabhair a scrúdú
1733,620,foghlaim conas innéacs a úsáid
1734,621,"miotais, finscéal eolaíochta"
1735,622,ag iarraidh gach focal a thuiscint
1736,622,gan gach focal a thuiscint
1737,622,gnáthstíl léitheoireachta
1738,622,grinnléitheoireacht
1739,622,spléachadh chun eolas faoi leith a aimsiú
1740,622,súil thapa chun an téacs a aithint
1741,626,dea-iarrachtaí á n-aithint
1742,626,"ón múinteoir, ó na páistí eile, ó chuairteoirí"
1743,629,bailiúcháin de shaothair phearsanta
1744,629,nuachtán ranga
1745,629,obair ar taispeáint
1746,629,saothar na bpáistí á léamh os ard
1747,629,tionscadail na bpáistí
1748,633,"nóta, cártaí, litir, teachtaireacht gutháin"
1749,633,oideas cócaireachta
1750,633,"tuairisc, alt, scéal"
1751,635,freagraí i suirbhéanna
1752,635,tionscadail a dhéanamh agus a leagan amach go néata
1753,638,"athscríobh, poncaíocht, peannaireacht"
1754,638,eagarthóireacht le cabhair an ríomhaire phearsanta
1755,638,"ullmhúchán, dréachtú, athléamh, athdhréachtú"
1756,639,"an riail ‘caol le caol, leathan le leathan’ a úsáid"
1757,641,scéal nó píosa eolais ón múinteoir mar obair ullmhúcháin do thionscadal grúpa nó ranga
1758,643,"ar dtús, ansin, tar éis tamaill, ar deireadh"
1759,643,"mar a dúirt mé, ar an lámh eile de, ach, agus"
1760,644,foirm a líonadh
1761,644,litir bhuíochais
1762,645,"é/í féin, an múinteoir, páistí eile, an teaghlach, cuairteoirí, cara pinn"
1763,646,"boladh, blas"
1764,646,"gortú, pian"
1765,647,an fáth ar thaitin siad leis/léi
1766,647,na mothúcháin a spreag siad
1767,648,dialann phearsanta a choimeád
1768,648,rudaí a chuir as dó/di agus a chuir eagla air/uirthi
1769,648,rudaí taitneamhacha agus greannmhara a tharla
1770,649,féilte ar fud an domhain
1771,650,eachtraí a chumadh agus a scríobh
1772,650,pictiúir a chur in ord agus scéal a scríobh
1773,650,scéalta a chríochnú
1774,651,"ag beannú, ag tabhairt teachtaireachtaí"
1775,652,"cláir le puipéid, cartúin"
1776,652,scéalta áitiúla dúchasacha agus idirnáisiúnta
1777,652,sceitsí gearra
1778,652,"teilifís, físeáin"
1779,652,"téipeanna éisteachta, dlúthcheirníní"
1780,653,"rainn thaitneamhacha, scéalta, gníomhamhráin, amhráin saothair"
1781,656,cur síos ar dhuine nó rud agus é a aimsiú i bpictiúr
1782,656,éisteacht agus aimsiú
1783,656,éisteacht agus aithint nó taispeáint
1784,656,éisteacht agus meaitseáil
1785,656,snap agus bingo le pictiúir
1786,657,‘Sín amach do lámh’
1787,657,deir Ó Grádaigh
1788,657,éisteacht agus dathú
1789,657,éisteacht agus tarraingt
1790,657,gluaiseacht le ceol
1791,657,"na méara, na lámha, na cosa"
1792,658,"geáitsí: na méara, an ceann, na súile"
1793,658,tuin: ceisteanna nó léiriú mothúchán
1794,659,"eagla, fearg, áthas, brón, grá, fuacht, teas"
1795,660,ag dul amach ag am lóin: 'Cé leis an bosca lóin seo?’
1796,660,ag teacht isteach: ‘Is féidir libh suí síos. Tógaigí amach … Cuirigí isteach …’
1797,661,amhráin Ghaeilge
1798,661,Lá Fhéile Pádraig
1799,661,Oíche Shamhna
1800,661,rainn dhúchasacha le blas an cheantair Ghaeltachta
1801,661,scéalta gearra traidisiúnta
1802,661,traidisiúin na háite
1803,662,‘Dia linn!’
1804,662,"an chailleach, hata, clóca, scuab"
1805,662,daoine a roghnú i gcomhair cluichí
1806,662,guí nuair a ligtear sraoth
1807,662,Oíche Shamhna
1808,662,rainn agus rímeanna ón traidisiún
1809,662,rainn scipeála
1810,662,tumadh don úll
1811,663,"beannú, slán, aird a lorg, glaoch ar dhuine,"
1812,663,buíochas a ghabháil
1813,663,caidreamh sóisialta a dhéanamh
1814,663,"frásaí faoi leith ag am lóin, am rolla, ag teacht isteach ar maidin, ag dul abhaile tráthnóna"
1815,664,"agus, nó, ach"
1816,665,"gníomhamhráin, amhráin saothair le curfá"
1817,666,"breith linbh, lá breithe, saoire"
1818,667,aimsiú agus labhairt: ‘Feicim le mo shúilín’
1819,667,aimsiú na ndifríochtaí: difríochtaí móra idir dhá phictiúr shimplí
1820,667,aithint agus labhairt: ‘Cé mise?’
1821,667,gníomhú agus labhairt: mím agus tomhas ó dhaoine eile
1822,667,"liostú: éadaí, bréagáin, sceanra, gréithe, ‘Faigh an focal corr’"
1823,667,meaitseáil agus labhairt: snap!
1824,667,pictiúir a chur in ord agus scéal a chumadh
1825,669,"beag, mór, fuar, te, lán, folamh, fada, gearr, bog, crua, sean, óg, gortaithe, lúfar"
1826,670,ag tarraingt ar thaithí phearsanta tarlúintí sa bhaile agus go háitiúil
1827,671,"rainn, focail sheafóideacha, rabhlóga an simplí"
1828,673,"sa bhaile, ar scoil, sa bhialann, sa siopa"
1829,675,"‘an Buachaillín Sinséir’, ‘an Tornapa Mór’, ‘Cochaillín Dearg’"
1830,676,‘Deir an bhó … deir an chaora ...’
1831,676,fuaimeanna ón timpeallacht áitiúil a aithint agus a athchruthú
1832,677,"an ceann a chroitheadh, a chlaonadh: mar fhreagra ar cheist dhiúltach nó dhearfach"
1833,677,"méara a úsáid: i gcomhair uimhreacha,chun rud a thaispeáint"
1834,677,"tuin i gceisteanna agus i bhfreagraí: Mise? (suas). Is ea, tusa! (anuas)"
1835,678,"pictiúrleabhair, cartúin, páipéir ghrinn"
1836,680,fógraí sa seomra ranga
1837,680,lipéid ar shaothair ealaíne
1838,680,lipéid le haghaidh rudaí sa seomra ranga
1839,681,"mím, ceisteanna, freagraí"
1840,684,"na—ná, do—dó, muc—múch, le—mé, i—í"
1841,686,‘Féach/amharc ar an bpictiúr ar leathanach a dó!’
1842,686,"clé/deas, barr/bun, tús/deireadh"
1843,686,"teideal, clúdach, leathanach, líne, focal"
1844,687,"cluichí meaitseála: pictiúr le pictiúr, pictiúr le pictiúr agus focal, focal le focal"
1845,687,"luaschártaí: frásachártaí, abairtchártaí"
1846,687,pictiúir a chur in ord
1847,687,pictiúrleabhair
1848,688,"an chuid d’fhocal a dhéanann rím leis an gcuid chéanna d’fhocail eile: b-án, l-án, sl-án"
1849,688,"túslitreacha: b-ord, b-uachaill, b-osca"
1850,691,"ticéad, leabhar, cartún, cárta lá breithe"
1851,693,"pictiúir, scéal simplí, rann, sraith pictiúr ag insint scéil"
1852,695,"páiste eile, an múinteoir, tuismitheoir"
1853,696,an Nollaig
1854,696,cártaí d’ócáidí áirithe a aithint ó na pictiúir
1855,696,Lá Fhéile Pádraig
1856,696,Lá Fhéile Vailintín
1857,698,"snap, dúradáin"
1858,700,"ón múinteoir, ó pháistí eile, ó chuairteoirí"
1859,702,obair an pháiste ar taispeáint
1860,703,leabhair shimplí
1861,703,lipéid ar rudaí sa seomra ranga
1862,703,póstaeir
1863,705,bolgáin chainte a líonadh
1864,705,focal in easnamh ó abairt iomlán
1865,707,ag cumadh abairtí as focalchártaí nó as frásachártaí agus á scríobh
1866,707,ag meaitseáil abairt le pictiúr agus á scríobh
1867,708,greim sásúil ar uirlisí scríbhneoireachta a fhorbairt
1868,708,litirphatrúin ar pháipéar agus i ngaineamh
1869,708,"litreacha, uimhreacha agus focail"
1870,708,suí i gceart
1871,710,bréagáin don Nollaig
1872,710,liosta siopadóireachta
1873,711,"don bhord dúlra, ón timpeallacht, ainm na scoile"
1874,712,"litreacha réamhdhéanta, marla, gaineamh"
1875,714,"áthas, brón, grá"
1876,714,"radharc, éisteacht, tart, fuacht"
1877,716,cártaí d’ócáidí áirithe a chóipeáil
1878,717,"é/í féin, múinteoir, páistí eile, an teaghlach, cuairteoirí"
1879,718,"lipéid, abairtí a chóipeáil"
1880,719,Oíche Shamhna
1881,719,pictiúir agus lipéid dóibh
1882,720,"scrábadh, patrún a leanúint agus a chríochnú"
1883,723,greeting others
1884,723,making requests for information
1885,723,receiving and giving compliments
1886,723,using the telephone
1887,724,combining simple sentences
1888,724,elaborating simple sentences
1889,724,experimenting with descriptive words
1890,729,who? where? what? when? why? how? what if?
1891,731,"explain, persuade, enquire, report, agree, dissent, discuss a point of view, justify opinions,"
1892,731,provide solutions to problems
1893,748,"eye contact, facial expression, audibility and clarity of enunciation, tone of voice"
1894,757,using a simple index
1895,757,using a table of contents
1896,761,assimilating facts
1897,761,recalling details and events
1898,761,retelling stories
1899,763,"parent, teacher, librarian, other children"
1900,771,"picture books, poetry, stories, informational material"
1901,775,"talk and discussion, writing, drama, visual arts"
1902,776,"browsing, simple scanning and skimming"
1903,780,"focusing on the sounds associated with letters and letter-clusters, patterns of sounds in words"
1904,784,cl-ock f-able
1905,784,d-ock t-able
1906,784,s-ock c-able
1907,785,consonant blends pl-an
1908,785,different onsets
1909,785,different rimes
1910,785,digraphs ch-at
1911,785,'onset and rime': r-at c-at m-at
1912,785,single consonants r-at
1913,785,vowel digraphs tr-ee
1914,785,vowel-consonant combinations h-and
1915,795,words compiled in personal dictionaries
1916,795,words displayed in class
1917,795,words learned in reading
1918,796,"simple words with regular patterns: street, came, float"
1919,796,"simple words with short vowel rimes: dog, mill, rock"
1920,796,"two-syllable words with regular patterns: robber, happen"
1921,796,"words with common prefixes and suffixes: display, wonderful"
1922,797,"full stops, capital letters"
1923,799,friends
1924,799,parents
1925,799,teacher
1926,807,"stories, diaries, poetry, charts, lists, captions, cards, invitations, simple letters"
1927,808,a game I played
1928,808,my birthday
1929,809,hearing
1930,809,sight
1931,809,smell
1932,809,taste
1933,809,touch
1934,811,anticipation
1935,811,excitement
1936,811,happiness
1937,811,pride
1938,811,sadness
1939,815,annoying
1940,815,enjoyable
1941,815,frightening
1942,815,funny
1943,818,class library
1944,818,displays of writing
1945,818,personal writing collections
1946,818,writing corner
1947,820,a letter
1948,820,a story
1949,820,an invitation
1950,821,having it displayed
1951,821,hearing it praised
1952,821,sharing it with others
1953,825,other children
1954,825,personal purposes
1955,825,the family
1956,825,the teacher
1957,827,"noun, verb, adjective, adverb, pronoun, preposition"
1958,834,asking questions to elicit views and feelings
1959,834,engaging in simple commercial transactions
1960,834,expressing appreciation
1961,834,expressing approval and disapproval
1962,834,expressing concern
1963,834,expressing support
1964,834,giving directions
1965,834,introducing others to the class group or another pupil
1966,842,in other areas of the curriculum
1967,842,in school
1968,842,outside school
1969,847,why? how? where? when? what? what if?
1970,856,appreciating how words interact - how a word can trigger a humorous reaction
1971,856,asking riddles and telling jokes
1972,856,composing rhymes and verses
1973,856,experimenting with funny-sounding words
1974,856,playing word association games
1975,856,reading and listening to examples of humorous literature
1976,866,interpreting diagrammatic information
1977,866,scanning and skimming
1978,866,"using table of contents, chapter headings and index"
1979,872,check spelling
1980,872,find the meaning of words
1981,872,find the pronunciation of words
1982,872,find words
1983,873,analysis (what are the details and how do they come together?)
1984,873,assimilation (what did I learn?)
1985,873,deduction (what can I conclude?)
1986,873,evaluation (what do I think of this?)
1987,873,inference (what may I conclude?)
1988,873,prediction (what might happen next?)
1989,873,summarising (how can I give a brief account of the main points?)
1990,876,"poetry, non-fiction, newspaper articles"
1991,878,"keeping a list of books read, keeping written comments on books in a folder"
1992,879,"cover, spine, illustration, dedication, table of contents, introduction, page, chapter"
1993,883,"bold type, punctuation marks, capital letters"
1994,884,"setting, plot, character, motive, favourite authors"
1995,886,"discussion, poetry, writing, drama, visual arts, movement, dance"
1996,896,"grapho/phonic, syntactic, contextual"
1997,898,a single topic
1998,898,a theme
1999,898,a timetable
2000,901,a birthday invitation
2001,901,a letter seeking information for a project
2002,903,word-processing
2003,904,"a week, a number of weeks, a term"
2004,907,conferring and discussing with others in the class
2005,907,conferring and discussing with the teacher
2006,907,reading it over
2007,909,who? where? when? why? what? how? what if?
2008,912,"dictionaries, word lists, word searches, spelling checkers, anagrams, regular word patterns"
2009,924,diaries
2010,924,letters
2011,924,lists
2012,924,menus
2013,924,notices
2014,924,records of what has been learned
2015,924,reports
2016,924,stories
2017,936,anthologies of his/her and others' writing
2018,936,captioned drawings
2019,936,class library
2020,936,displays of writing
2021,936,posters
2022,936,writing corner
2023,937,writing a description
2024,937,writing a letter
2025,937,writing about a personal experience
2026,940,constructive comment
2027,940,having it displayed
2028,940,having it included in class anthologies
2029,940,reading it aloud
2030,951,"common, proper, gender, case, tense, voice, person, number"
2031,952,expressing sympathy
2032,952,making a complaint
2033,952,making formal introductions
2034,952,proposing a vote of thanks
2035,952,showing them the work of the class
2036,952,welcoming visitors
2037,953,"noun, verb, adjective, adverb, pronoun, conjunction, preposition, article, interjection"
2038,971,discussing the origins and effects of unusual words
2039,971,experimenting with sequences of words
2040,971,hearing and reading aloud humorous literature
2041,971,playing word association games
2042,971,telling riddles and jokes
2043,984,"editorial, news, feature, review, sport, obituary, crossword, advertisement, schedule of radio and television programmes"
2044,991,completing a project
2045,991,furthering a personal interest
2046,991,pursuing a topic raised in class
2047,992,graphical and electronic media
2048,993,"magazines, newspapers, fiction and nonfiction books, books written by other pupils, collections of material related to hobbies and interests, reference material, poetry anthologies"
2049,995,"forms, menus, timetables, recipes"
2050,996,"flowchart, table, diagram, list, web"
2051,996,"survey, question, read, recall and review (SQ3R)"
2052,1001,sense of time and place
2053,1001,the development of character
2054,1011,"grapho/phonic, syntactic and contextual"
2055,1016,writing for a display
2056,1016,writing to a friend
2057,1016,writing to seek information
2058,1019,"a week, a number of weeks, a term"
2059,1024,"drafting, revising, editing"
2060,1025,projects
2061,1025,writing and publishing a class newspaper
2062,1025,writing and publishing compilations of stories and poetry
2063,1054,anthologies of his/her writing
2064,1054,anthologies of the writing of others
2065,1054,books written by him/her and others
2066,1054,"captioned charts, pictures and posters"
2067,1054,class library
2068,1054,displays of writing for visitors
2069,1054,writing corner
2070,1058,expository
2071,1058,fiction
2072,1058,letters
2073,1058,narrative
2074,1058,poems
2075,1058,project work
2076,1060,class anthologies
2077,1060,displays of personal writing
2078,1060,printed examples of writing
2079,1060,writing exhibitions
2080,1067,expressing concern and appreciation
2081,1067,giving and receiving messages
2082,1067,greeting others and saying goodbye
2083,1067,introducing oneself and others
2084,1076,"a favourite story, a cartoon character"
2085,1084,"look, listen, watch"
2086,1086,ensuring audibility and clarity
2087,1086,establishing eye contact
2088,1086,"using appropriate head movements, gestures and facial expressions"
2089,1092,"stories, poems, plays, picture books"
2090,1104,become aware that text says something
2091,1110,"recalling and relating a simple story or event, asking questions, role-playing"
2092,1110,telling and retelling a story in sequence
2093,1112,clapping and dancing to syllabic rhythms
2094,1112,"songs, nursery rhymes, jingles,"
2095,1114,"author and title, left-to-right orientation, top-to-bottom orientation, front-to-back orientation"
2096,1117,a wide variety of rhythms
2097,1117,attempts at writing words appropriate to a particular need such as the child's own name
2098,1117,"language games, phoneme and morpheme sound relationships, nursery rhymes, chants"
2099,1117,"singing games, action songs and poems"
2100,1122,"scribbles, shapes, pictures, letters, words"
2101,1127,"plasticine, sand, soft letters, magnetic letters, writing instruments"
2102,1131,"scribbles, shapes, signs, letters, numerals"
2103,1134,"a name, a caption, a sentence"
2104,1135,pictures and scribbles
2105,1138,"happiness, sadness, love, fear"
2106,1139,"hot, cold, bright, dark, sweet"
2107,1147,as part of arts activities
2108,1147,in class-made collections
2109,1147,on a writing shelf or in a writing corner
2110,1147,on worksheets
2111,1148,"scribbling, making attempts at writing, letters and symbols, captions, words and sentences"
2112,1149,"oneself, teacher, other children, family, visitors"
2113,1155,"a factory - product in the past, product now"
2114,1155,"a local building (e.g. house, church, barn or farmyard, railway station, school, castle, old wall, estate garden, mill)"
2115,1155,"my home - when built, when and why it was changed"
2116,1155,street scene now and then
2117,1156,"Christmas, Halloween"
2118,1156,local feasts and festivals celebrated by various members of the school community
2119,1159,"Halloween games, May Day games, Christmas games"
2120,1159,"street games, local games, house games"
2121,1161,items used by parent(s) or guardian(s) when they were young
2122,1161,photographs of family members and events
2123,1161,simple mementoes or memorabilia
2124,1164,"births, moving home, holidays"
2125,1166,first reading book or copybooks
2126,1166,"items of clothing, toys"
2127,1166,photographs of myself or my home
2128,1168,birthdays
2129,1168,first day at school or in this class
2130,1168,first visits on holidays
2131,1168,how I changed as I grew up
2132,1168,when I moved home
2133,1168,when my brother or sister was born
2134,1168,when we got a new caravan or trailer
2135,1169,household tools and equipment
2136,1169,"newspapers or magazines, letters or postcards"
2137,1169,"packages or boxes, toys or games"
2138,1169,some farm tools
2139,1171,how they travelled
