id,unit_id,title_en_GB
3100,562,solve and complete practical tasks and problems involving multiplication of whole numbers
3101,563,explore and identify place value in decimal numbers to one place of decimals.
3102,563,"explore and identify place value in whole numbers, 0-999"
3103,563,"read, write and order three-digit numbers"
3104,563,round whole numbers to the nearest ten or hundred
3105,564,"combine, tessellate and make patterns with 2-D shapes"
3106,564,construct and draw 2-D shapes
3107,564,"explore, describe and compare the properties (sides, angles, parallel and non-parallel lines) of 2-D shapes"
3108,564,identify the use of 2-D shapes in the environment
3109,564,"identify, describe and classify 2-D shapes: square, rectangle, triangle, hexagon, circle, semicircle, oval and irregular shapes"
3110,564,solve and complete practical tasks and problems involving 2-D shapes
3111,565,construct 3-D shapes
3112,565,explore and describe the relationship of 3-D shapes with constituent 2-D shapes
3113,565,"explore, describe and compare the properties of 3-D shapes"
3114,565,"identify, describe and classify 3-D shapes, including, cube, cuboid, cylinder, cone, sphere, triangular prism, pyramid"
3115,565,solve and complete practical tasks and problems involving 2-D and 3-D shapes
3116,566,"classify angles as greater than, less than or equal to a right angle"
3117,566,"identify, describe and classify vertical, horizontal and parallel lines"
3118,566,recognise an angle in terms of a rotation
3119,566,solve problems involving lines and angles
3120,567,identify and draw lines of symmetry in two dimensional shapes
3121,567,identify line symmetry in the environment
3122,568,"explore, extend and describe sequences"
3123,568,"explore, recognise and record patterns in number, 0-9999"
3124,568,use patterns as an aid in the memorisation of number facts
3125,569,solve one-step number sentences
3126,569,translate a one-step word problem into a number sentence
3127,569,"translate an addition, subtraction, multiplication or division number sentence with a frame into a word problem (frame not in initial position)"
3128,570,identify and record outcomes of simple random processes
3129,570,order events in terms of likelihood of occurrence
3130,570,"use vocabulary of uncertainty and chance: chance, likely, unlikely, never, definitely"
3131,571,"collect, organise and represent data using pictograms, block graphs, bar charts and bar-line graphs incorporating the scales 1:2, 1:5, 1:10, and 1:100"
3132,571,read and interpret bar-line graphs and simple pie charts
3133,571,use data sets to solve and complete practical tasks and problems
3134,572,"estimate, compare and measure the area of regular and irregular shapes"
3135,573,"estimate, compare, measure and record capacity using appropriate metric units (l, ml) and selecting suitable instruments of measurement"
3136,573,rename units of capacity in l and ml 1500 ml = 1 l 500 ml
3137,573,rename units of capacity using decimal and fraction form
3138,573,"solve and complete practical tasks and problems involving the addition, subtraction, multiplication and simple division of units of capacity (l, ml)"
3139,574,"estimate, compare, measure and record lengths of a wide variety of objects, using appropriate metric units, and selecting suitable instruments of measurement"
3140,574,rename units of length using decimal or fraction form
3141,574,"solve and complete practical tasks and problems involving the addition, subtraction, multiplication and simple division of units of length (m, cm, km)"
3142,574,"understand, estimate and measure the perimeter of regular 2-D shapes"
3143,575,rename amounts of money as euro or cents and record using e symbol and decimal point
3144,575,"solve and complete practical one-step and two-step problems and tasks involving the addition, subtraction, multiplication and simple division of money"
3145,576,consolidate and develop further a sense of time passing
3146,576,express digital time as analogue time and vice versa
3147,576,read and interpret simple timetables.
3148,576,read dates from calendars and express weeks as days and vice versa
3149,576,read time in one-minute intervals on analogue and digital clock (12-hour)
3150,576,rename minutes as hours and hours as minutes
3151,576,solve and complete practical tasks and problems involving times and dates and the addition and subtraction of hours and minutes
3152,577,"estimate, compare, measure and record the weight of a wide variety of objects using appropriate metric units (kg, g) and selecting suitable instruments of measurement"
3153,577,rename units of weight in kg and g
3154,577,rename units of weight using decimal or fraction form
3155,577,"solve and complete practical tasks and problems involving the addition, subtraction, multiplication and simple division of units of weight (kg and g)"
3156,578,add and subtract whole numbers and decimals up to two places
3157,578,express tenths and hundredths as fractions and decimals
3158,578,identify place value of whole numbers and decimals to two places and write in expanded form
3159,578,multiply and divide a decimal number up to two places by a single-digit whole number
3160,578,order decimals on the number line
3161,578,solve problems involving decimals.
3162,579,calculate a fraction of a set using concrete materials
3163,579,"calculate a number, given a multiple fraction of the number"
3164,579,compare and order fractions with appropriate denominators and position on the number line
3165,579,express one number as a fraction of another number
3166,579,"identify fractions and equivalent forms of fractions with denominators 2, 3, 4, 5, 6, 8, 9, 10 and 12"
3167,579,solve and complete practical tasks and problems involving fractions
3168,580,"add and subtract, without and with renaming, within 9999"
3169,580,know and recall addition and subtraction facts
3170,580,solve word problems involving addition and subtraction
3171,581,"develop an understanding of division as sharing and as repeated subtraction, without and with remainders"
3172,581,develop and/or recall division facts within 100
3173,581,divide a three-digit number by a one-digit number without and with remainders
3174,581,solve and complete practical tasks and problems involving division of whole numbers
3175,581,use calculator to check estimates
3176,582,develop an understanding of multiplication as repeated addition and vice versa.
3177,582,develop and recall multiplication facts within 100
3178,582,"explore, understand and apply the zero, commutative, distributive and associative properties of multiplication"
3179,582,multiply a two-digit or three-digit number by a one or two-digit number
3180,582,solve and complete practical tasks and problems involving multiplication of whole numbers
3181,582,use a calculator to check estimates
3182,583,explore and identify place value in decimal numbers to two places of decimals.
3183,583,"explore and identify place value in whole numbers, 0-9999"
3184,583,"read, write and order four-digit numbers and solve simple problems"
3185,583,round whole numbers to the nearest thousand
3186,584,"combine, tessellate and make patterns with 2-D shapes"
3187,584,construct and draw 2-D shapes
3188,584,"explore, describe and compare the properties (sides, angles, parallel and non-parallel lines) of 2-D shapes"
3189,584,identify the use of 2-D shapes in the environment
3190,584,"identify, describe and classify 2-D shapes: equilateral, isosceles and scalene triangle, parallelogram,rhombus, pentagon, octagon"
3191,584,solve and complete practical tasks and problems involving 2-D shapes
3192,585,construct 3-D shapes
3193,585,establish and appreciate that when prisms are sliced through (in the same direction) each face is equal in shape and size
3194,585,explore and describe the relationship of 3-D shapes with constituent 2-D shapes
3195,585,"identify, describe and classify 3-D shapes, including cube, cuboid, cylinder, cone, sphere, triangular prism, pyramid"
3196,585,solve and complete practical tasks and problems involving 2-D and 3-D shapes
3197,586,"classify angles as greater than, less than or equal to a right angle"
3198,586,"draw, discuss and describe intersecting lines and their angles"
3199,586,"identify, describe and classify oblique and perpendicular lines"
3200,586,solve problems involving lines and angles
3201,587,identify line symmetry in the environment
3202,587,"identify lines of symmetry as horizontal, vertical or diagonal"
3203,587,"use understanding of line symmetry to complete missing half of a shape, picture or pattern"
3204,588,identify positive and negative numbers in context
3205,589,solve one-step number sentences and equations
3206,589,translate number sentences with a '?' into word problems and vice versa
3207,590,explore and discuss simple properties and rules about brackets and priority of operation
3208,590,identify relationships and record verbal and simple symbolic rules for number patterns
3209,591,construct and use frequency charts and tables
3210,591,estimate the likelihood of occurrence of events
3211,591,identify and list all possible outcomes of simple random processes
3212,592,"collect, organise and represent data using pictograms, single and multiple bar charts and simple pie charts"
3213,592,compile and use simple data sets
3214,592,explore and calculate averages of simple data sets
3215,592,"read and interpret pictograms, single and multiple bar charts, and pie charts"
3216,592,use data sets to solve problems
3217,593,calculate area using square centimetres and square metres
3218,593,compare visually square metres and square centimetres
3219,593,discover that the area of a rectangle is length by breadth
3220,593,estimate and measure the area of regular and irregular 2-D shapes
3221,594,estimate and measure capacity using appropriate metric units
3222,594,select and use appropriate instruments of measurement
3223,595,estimate and measure length using appropriate metric units
3224,595,estimate and measure the perimeter of regular and irregular shapes
3225,595,select and use appropriate instruments of measurement
3226,596,compare 'value for money' using unitary method
3227,597,interpret and convert between times in 12-hour and 24-hour format
3228,597,read and interpret timetables and the 24-hour clock (digital and analogue)
3229,598,estimate and measure weight using appropriate metric units
3230,598,select and use appropriate instruments of measurement
3231,599,compare and order fractions and decimals
3232,599,develop an understanding of simple percentages and relate them to fractions and decimals
3233,599,"solve problems involving operations with whole numbers, fractions, decimals and simple percentages"
3234,600,add and subtract simple fractions and simple mixed numbers
3235,600,compare and order fractions and identify equivalent forms of fractions with denominators 2 - 12
3236,600,express improper fractions as mixed numbers and vice versa and position them on the number line
3237,600,"express tenths, hundredths and thousandths in both fractional and decimal form"
3238,600,multiply a fraction by a whole number
3239,601,identify factors and multiples
3240,601,identify simple prime and composite numbers
3241,601,identify square and rectangular numbers
3242,602,add and subtract whole numbers and decimals (to three decimal places) without and with a calculator
3243,602,"divide a decimal number by a whole number, without and with a calculator"
3244,602,"divide a three-digit number by a two-digit number, without and with a calculator"
3245,602,"estimate sums, differences, products and quotients of whole numbers"
3246,602,"multiply a decimal (up to three places) by a whole number, without and with a calculator"
3247,603,identify place value in whole numbers and decimals
3248,603,"read, write and order whole numbers and decimals"
3249,603,round whole numbers and round decimals
3250,604,classify 2-D shapes according to their lines of symmetry
3251,604,construct a circle of given radius or diameter
3252,604,identify the properties of the circle
3253,604,make informal deductions about 2-D shapes and their properties
3254,604,tessellate combinations of 2-D shapes
3255,604,use 2-D shapes and properties to solve problems
