english,irish
begin to learn how to cope with various changes as they occur,tús a chur le foghlaim conas déileáil le hathruithe difriúla de réir mar a tharlaíonn siad
begin to develop some awareness of factors that may influence decisions or choices taken,tosú ar fheasacht a fhorbairt maidir le tosca a mbeadh tionchar acu ar chinntí nó ar roghanna a dhéanfaí
become more self-reliant and independent,éirí níos féinmhuiníní agus níos neamhspheáiche
become aware of his/her immediate world through the senses,a bheith feasach ar an saol mórthimpeall air/uirthi trí na céadfaí
realise that many substances used at home or in school are dangerous and that permission should be sought before exploring the contents,a aithint go bhfuil go leor substaintí a bhíonn in úsáid sa bhaile nó sa scoil dainséarach agus gur chóir cead a lorg sula ndéanfaí an t-ábhar iontu a iniúchadh
realise how other people can persuade him/her to engage in unsafe behaviour,a thuiscint conas is féidir le daoine eile a áiteamh air/uirthi páirt a ghlacadh in iompar baolach
realise and understand that rules are necessary in order to protect people and keep them safe,a aithint agus a thuiscint go bhfuil gá le rialacha chun daoine a chosaint agus a choinneáil sábháilte
identify some of the substances or things that are put onto the body and their associated functions,roinnt de na substaintí nó de na nithe a chuirtear ar an gcorp mar aon lena bhfeidhmeanna bainteacha a aithint
identify situations and places that are safe and those where personal safety might be at risk,"staideanna agus áiteanna atá sábháilte a aithint, chomh maith leo sin ina mbeadh sábháilteacht phearsanta i mbaol"
"identify people who are responsible for safety in the community and learn and practise safety strategies for crossing the road, using the bus or being a pedestrian","daoine a aithint atá freagrach as sábháilteacht i measc an phobail agus straitéisí sábháilteachta a fhoghlaim agus a chleachtadh d'fhonn an bóthar a thrasnú, an bus a úsáid nó bheith mar choisí"
"explore occasions when medicines, injections or pills are needed and the safety rules that apply when taking medicine","ócáidí mar a mbíonn gá le cógais, instealladh nó piollairí a iniúchadh chomh maith leis na rialacha sábháilteachta a bhíonn riachtanach nuair a bhíonn cógas á ghlacadh"
"explore how accidents might be prevented at home, in school, on the farm, or in the water","conas d'fhéadfaí tionóiscí a chosc sa bhaile, ar scoil, ar an bhfeirm nó san uisce a iniúchadh"
explore appropriate safety strategies,straitéisí oiriúnacha sábháilteachta a iniúchadh
recognise that the ability to take responsibility for himself/herself and others increases as he/she grows older,a aithint go méadaíonn ar an gcumas glacadh le freagracht as/aisti féin agus as daoine eile de réir mar a théann sé/sí in aois
realise that growth and change are part of the process of life and are unique to each individual,a thuiscint gur cuid de phróiseas na beatha iad fás agus athrú agus go bhfuil siad seo uathúil i gcás gach duine
name a variety of feelings and talk about situations where these may be experienced,mothúcháin ilghnéitheacha a ainmniú agus labhairt faoi staideanna ina bhféadfaí dul tríothu
identify what babies need to help them to grow and develop,a aithint cad a theastaíonn ó leanaí chun cuidiú leo fás agus forbairt
identify some of the factors that promote growth,cuid de na tosca a chuidíonn le fás a aithint
explore the variety of ways in which feelings are expressed and coped with,na slite ilghnéitheacha ina ndéantar braistintí a chur in iúl agus a bharraíocht a iniúchadh
explore and discuss occasions that can promote positive feelings in himself/herself,ócáidí a dtig leis/léi mothúcháin dheimhneacha a chothú ann/inti féin a iniúchadh agus a phlé
develop an awareness of human birth,feasacht faoi bhreith dhaonna a fhorbairt
begin to be sensitive to the feelings of others and to realise that the actions of one individual can affect the feelings of another,tús a chur le mothálacht maidir le mothúcháin daoine eile agus a thuiscint gur féidir le gníomhartha duine amháin tionchar a imirt ar bhraistintí duine eile
become aware of new life and birth in the world,éirí feasach ar bheatha nua agus ar bhreith sa saol
realise that he/she receives information from many different sources,a aithint go bhfaigheann sé/sí eolas ó anchuid foinsí difriúla
"identify favourite television programmes, videos and video games and indicate reasons for preference","na cláir theilifíse, na físeáin agus na físchluichí is ansa leis/léi a aithint agus cúiseanna leis na roghanna a chur in iúl"
"explore popular stories, books and rhymes and discuss some of the characters and their appealing traits","scéalta, leabhair agus rímeanna coitianta a iniúchadh agus roinnt de na pearsana agus a dtréithe tarraingteacha a phlé"
begin to use and explore the various kinds of information technology available,tosú ar na saghsanna difriúla teicneolaíochta eolais atá ar fáil a úsáid agus a iniúchadh
begin to explore and talk about the difference between advertisements and programmes,tosú ar iniúchadh agus díospóireacht a dhéanamh faoin difríocht idir fógraí agus cláir
"suggest ways of helping other people at home, in school and in the local community","slite a mholadh chun cabhrú le daoine eile sa bhaile, sa scoil agus sa phobal áitiúil"
recognise the name of his/her own school and the people who contribute to the life of the school,ainm a scoile féin a aithint mar aon leis na daoine a chuidíonn le gnáthshaol na scoile
recognise the importance of sharing and co-operating and being fair in all activities in the class and school,a aithint go bhfuil comhoibriú agus roinnt tábhachtach maille le bheith cóir i ngach gníomhaíocht sa rang agus sa scoil
recognise that each person has an important contribution to make to the life of the community,a aithint go bhfuil cabhair shuntasach le tabhairt ag gach duine do bheatha an phobail
"recognise and become familiar with the rules within a group or wider community, those who safeguard these rules and the importance of obeying the rules in order to keep people safe","na rialacha laistigh de ghrúpa nó de phobal níos leithne a aithint agus bheith eolach orthu, na daoine a chosnaíonn na rialacha seo agus an tábhacht a bhaineann le géilleadh do na rialacha ar mhaithe le sábháilteacht daoine"
recognise and appreciate people or groups who serve the local community and how their contribution enhances the quality of life of others,daoine nó grúpaí a fhreastalaíonn ar an bpobal áitiúil a aithint agus a léirthuiscint agus mar a threisíonn an chabhair athugann siad mianach beatha daoine eile
realise that each person is important and has a unique and valuable contribution to make to the class,a thuiscint go bhfuil gach duine tábhachtach agus go bhfuil a c(h)ion tairbhe uathúil luachmhar le déanamh aige/aici sa rang
realise and understand the necessity for adhering to the class and school rules,an gá le rialacha an ranga agus na scoile a choinneáil a aithint agus a thuiscint
explore and respect the diversity of children in the class and school,ilghnéitheacht na bpáistí sa rang agus sa scoil a iniúchadh agus ómós a thabhairt di
begin to become aware of local identity and to participate in and enjoy celebrating local events,tosú ar fheasacht a ghnóthú ar chéannacht áitiúil agus páirt a ghlacadh i gceiliúradh imeachtaí áitiúla agus taitneamh a bhaint astu
appreciate the environment and realise that each individual has a community and individual responsibility for protecting and caring for the environment,an t-imshaol a léirthuiscint agus a aithint go bhfuil freagracht ar bhonn pobail agus aonair ar gach duine as cosaint agus cúram an imshaol
use verbal and non-verbal behaviour to perform social functions,iompraíocht bhriathartha agus neamhbhriathartha a úsáid chun feidhmeanna sóisialta a chomhlíonadh
resolve conflicts with others,coimhlintí le daoine eile a réiteach
"practise care and consideration, courtesy and good manners when interacting with others","cúram agus aird, cúirtéis agus dea-bhéasa a chleachtadh le linn idirghníomhaíochta le daoine eile"
listen and respond to the opinions and views of others,éisteacht le tuairimí daoine eile agus iad a fhreagairt
realise that he/she belongs to a family and that each person has a place and role within a family,a thuiscint gur ball de theaghlach é/í agus go bhfuil ionad agus ról ag gach duine laistigh de theaghlach
"realise how families take care of, support and love each other","a thuiscint conas a thugann teaghlaigh aire, tacaíocht agus grá dá chéile"
identify and name the people who constitute a family and appreciate that all family units are not the same,na daoine a chomhdhéanann teaghlach a aithint agus a ainmniú agus a thuiscint nach mar a chéile gach aonad teaghlaigh
