english,irish
help set up an obstacle course in which the different elements represent the various hardships the shepherds might have encountered in going to Bethlehem,"bac-chúrsa a leagan amach, áit a seasann na heilimintí difriúla do na deacrachtaí éagsúla a d'fhulaing na haoirí ar a mbealach go Beithil"
"in a drama about space travel, decide whether we should stop to research what Mars might be like in reality before moving on with the drama"," i ndráma faoi spásthaisteal, a chinneadh ar cheart dúinn stopadh agus Mars athaighde, féachaint cén saghas é i ndáiríre, roimh leanúint leis an drámaíocht"
listen and contribute when the teacher asks for help in recalling and recording key moments in the journey of the Ark before the animals reach the new world,éisteacht agus cúnamh a thabhairt nuair a lorgaíonn an múinteoir cabhair chunócáidí tábhachtacha in aistear na hÁirce sular shroich siad an domhan nua amheabhrú agus a chlárú
"as part of a drama on an encounter with a giant, show how you think the huge key should be lifted up to the lock so as to open the door","mar chuid de dhráma i dtaobh teagmhála le fathach, léirigh mar ba chóir, dar leat, an eochair ollmhór a ardú go dtí an glas chun an doras a oscailt"
"in a randomly selected group of three, show for the class the scene in which the donkey is helped up the rocky slope","mar dhuine de thriúr a roghnaíodh go fánach, léirigh don rang an radharc ina dtugtar lámh chúnta don asal dul suas an leitir charraigeach"
"in a randomly selected pair, show how you might convince your mother to let you go to the woods","mar dhuine de bheirt a roghnaíodh go fánach, léirigh mar a d'áiteofá ar do mháthair ligean duit dul isteach sa choill"
céard a tharlaíonn nuair a chasann an garda a labhraíonn Gaeilge ar na páistí agus iad tar éis an chathaoir a thógáil amach as an teach,cad a tharlaíonn nuair a chasann an garda a labhraíonn Gaeilge ar na páistí agus iad tar éis an chathaoir a thógáil as an teach
decide with the group whether to give a man directions to the church and what he wants to do there,a chinneadh i dteannta leis an ngrúpa an dtabharfar eolas an bhealaigh go dtí an séipéal d'fhear áirithe agus an gnó atá aige ann a thomhas
"in a drama about friendship and exclusion, see how the group behaves when somebody new joins them","i ndráma i dtaobh cairdis agus eisiatacht, suntas a thabhairt don chaoi a n-iompraíonn baill an ghrúpa iad féin nuair a thaobhaíonn duine a gcomhluadar den chéad uair"
"in the same drama, decide whether to tell the garda that we gave him directions to the church","sa dráma céanna, a chinneadh an inseofar don gharda gur tugadh eolas an bhealaigh don fhear áirithe úd"
focus on helping to solve the mathematical problems the gatekeeper sets,díriú go hiomlán ar chabhrú chun na fadhbanna matamaitice a cheapann garda an gheata a réiteach
how can we help the peacock who has lost the ability to spread his tail?,conas is féidir linn cabhrú leis an bpéacóg a chaill an cumas a heireaball a leathadh
"mar bhall den ghrúpa atá ag iarraidh an mhuc dhraíochta a fháil ón bhfeirm, ceistigh an bhean a bhfuil mioneolas aici ar obair na feirme","i ról mar bhall den ghrúpa atá ag iarraidh an mhuc dhraíochta a fháil ón bhfeirm, ceistigh an bhean a bhfuil mioneolas aici ar obair na feirme"
the capital letters and small letters are arguing with each other but have to bury their differences when they hear there is a computer coming who wants to make them his/her slaves,"tá na ceannlitreacha agus na mionlitreacha ag argóint lena chéile, ach caitheann siad a n-ábhar spairne a chur uathu nuair a chloiseann siad go bhfuil ríomhaire ag teacht ar mhian leis sclábhaithe dá cuid a dhéanamh díobh"
"a scarf round the neck is taken as the royal robe, which passes from the king or queen to the pauper when they want to exchange places for the day",glactar le scaif timpeall an mhuinéil mar fhalaing ríoga a ghluaiseann ón rí nó ón mbanríon go dtí an bochtán nuair is mian leo siúd a staid sa saol a mhalartú ar feadh lae
set out different objects to represent aspects of the room in which the camogie or football team meets,nithe éagsúla a dheasú chun gnéithe de sheomra ina dtagann baill foirne camógaíochta nó peile le chéile a chur in iúl
use various objects to signal the different individual compartments in the rabbit warren,úsáid a bhaint as rudaí éagsúla chun na réimsí difriúla i gcoinicéar a chur in iúl
"because the shepherds and their wives have been warned that innkeepers are likely to exploit them, they treat this innkeeper warily","toisc gur tugadh rabhadh do na haoirí agus dá mná céile gur dócha gur caimiléirí iad na hóstóirí, caitheann siad go faichilleach leis an óstóir áirithe seo"
"the animals, knowing that some of the wilder animals have eaten smaller animals, go to Noah to ask him to devise the ‘Rules of the Ark’","agus a fhios ag na hainmhithe go bhfuil roinnt de na hainmhithe ab fhiáine tar éis ainmhithe beaga a ithe, téann siad chuig Naoi agus iarrann siad air 'Rialacha na hÁirce' a leagan síos"
the knowledge that the princess has been imprisoned in the castle and the children’s desire to get her out make them negotiate with the gatekeeper,"toisc go bhfuil a fhios ag na páistí go bhfuil an bhanphrionsa i ngéibheann sa chaisleán agus fonn a bheith orthu í a shaoradh, tá iachall orthu dul chun margaíochta le garda an gheata"
"in an alternative working of the same story, play out the scene where Jenny meets the giant’s wife for the first time and the giant’s wife tells her about how hard the giant is to live with","i leagan eile den scéal céanna, an radharc a léiriú ina gcastar Jenny ar bhean chéile an fhathaigh den chéad uair agus ina n-insíonn an bhean di cad é mar chiapadh é maireachtáil leis an bhfathach"
increase audibility and volume when talking to the man at the toll bridge who is hard of hearing,inchloisteacht agus láine gutha a mhéadú nuair a bhítear ag caint leis an bhfear ag an droichead dleachta atá bodhar
"play out the scene where a dealer convinces Jack that he should sell the cow he loves for a bag of beans, exploring what kind of person the dealer is and what kind of person Jack is",an radharc ina gcuireann an mangaire ina luí ar Sheán gur ceart dó a pheata bó a dhíol ar mhála pónairí a léiriú agus an sórt daoine iad an mangaire agus Seán a iniúchadh
take a role in a ‘presentation’ for people from China who want to see what life is like here in Ireland,"páirt a ghlacadh i 'léiriú' do dhaoine ón tSín, daoine ar mhian leo eolas a chur ar an gcineál saoil atá ag daoine in Éirinn"
"create circus acts for the circus owner who has lost his/her circus acts, and which must be good enough to fool the cross king or queen",cleasa sorcais a cheapadh do mháistir sorcais a chaill a c(h)uid cleas féin agus iad a bheith sách maith chun dallamullóg a chur ar rí nó ar bhanríon mhallaithe
moving from a game with blindfolds into a drama about children who were struck blind by the wicked witch,"ról duine atá, mar shampla, ag iarraidh clós imeartha a chur ar fáil do choileáin tíogair a ghlacadh i ndráma i dtaobh sráidbhaile oiriúnach a thógáil do thíogair"
"react as one of a group of snowmen or snowwomen playing, singing and dancing while people are asleep, and who is told by Jack Frost that the sun will soon be here","gníomhú mar a dhéanfadh duine ar ghrúpa fear nó ban sneachta atá ag súgradh, ag canadh agus ag damhsa fad atá daoine ina gcodladh nuair a insíonn Seáinín Seaca dóibh nach fada go dtiocfaidh an ghrian"
examine the question of bullying through a reworking of ‘Jack and the Beanstalk’ or ‘Jenny and the Giant’s Wife’,ceist na bulaíochta a scrúdú trí mheán leagan leasaithe de ‘Seán agus an Gas Pónaire’ nó ‘Jenny agus Bean Chéile an Fhathaigh’ a cheapadh
use reflections on stories gathered from his/her grandparents to lead to a drama about buying a house,feidhm a bhaint as smaointe bunaithe ar scéalta a bailíodh ó sheanaithreacha/sheanmháithreacha chun dráma a chruthú faoi theach a cheannach
"without knowing sign language, think about how to communicate with a person who cannot hear or speak",smaoinigh conas ab fhearr don té nach bhfuil aon eolas aige/aici ar theanga na gcomharthaí tabhairt faoi chumarsáid a dhéanamh le duine atá bodhar agus balbh
"in the context of a drama that uses a reworked Little Red Riding-Hood story, speculate whether there is any time when it is right to talk to strangers","i gcomhthéacs na drámaíochta ina n-úsáidtear leagan leasaithe de ‘An Chochaillín Dearg’, tuairimiú an ceart choíche labhairt le strainséir"
"make a picture-sequence, frieze or model to record or interpret what happened in the drama","sraith pictiúr, fríos nó mionsamhail a dhéanamh chun ar tharla sa drámaíocht a thaifeadadh nó a léirmhíniú"
reveal whether he/she suspected that it was the man posing as the lollipop person who had robbed the church,a nochtú an raibh nó nach raibh amhras air/uirthi gurbh é an fear a bhí ag ligean air féin gurbh é an maor tráchta é a rinne an séipéal a robáil
"in role, decide how to teach the frustrated frog to calm down","a chinneadh, i ról, cén chaoi ab fhearr tabhairt ar an bhfrog sáinnithe guaim a choinneáil air féin"
"out of role, speculate whether the drama might be more exciting if the ball goes into the river and is taken away by it","i ról, a thuairimiú an féidir go mbeadh an dráma níos spreagúla fós dá dtitfeadh an liathróid isteach san abhainn agus go scuabfaí chun bealaigh í"
"the teacher in role (as Noah) and the animals draw up a list of suggestions on how to calm the giraffe and save the Ark, after the giraffe has put his foot through the hull",tar éis don sioráf a chrúb a chur tríd an gcabhail ullmhaíonn an múinteoir ina ról (mar Naoi) agus na hainmhithe liosta moltaí chun an sioráf a shuaimhniú agus chun an Áirc a shábháil
write a short account of what he/she thinks the animals should do if they want to avoid being caught by the hunter,"gearrchuntas a scríobh ag cur síos ar cad ba chóir, dar leis/léi, do na hainmhithe a dhéanamh más mian leo a chinntiú nach ngabhfadh an fiagaí iad"
"a high fast sound, a low fast sound, then a high, fast sound again","fuaim ard tapa, fuaim íseal tapa, ansin fuaim ard tapa arís"
"high/low (pitch), fast/slow (tempo), loud/soft (dynamics), long/short (rhythm), beginning, middle and end (structure)","ard/íseal (tuinairde), tapa/mall (luas), glórach/bog (dinimic), fada/gearr (rithim), tús/lár/deireadh (comhdhéanamh)"
rain ceases: shakers (played more quietly and slower),báisteach ag stopadh: croitheadóirí (á seinm níos ciúine agus níos moille)
rain: rattling sounds with shakers (fast),báisteach: fuaimeanna crothla le croitheadóirí (tapa)
sequence of events illustrated in sound,sraith eachtraí á léiriú i bhfuaim
story of a storm:,scéal stoirme:
"sun shines: tinkling triangle sound (short, soft)","taitneamh na gréine: fuaim ghliogránach ar thriantán (gearr, bog)"
"thunder: booming drum (slow, loud)","toirneach: druma plimpíleach (mall, glórach)"
wind: vocal wind sounds (long),gaoth: fuaimeanna guthacha gaoithe (fada)
Cá bhfuil do mhála?' -- 'Faoin mbord','Cá bhfuil do mhála?' -- 'Faoin mbord'
